timestamp;nav_state;failure
431180870;15;0
431720709;15;0
432233601;15;0
432737400;15;0
433241514;15;0
433745050;15;0
434257921;15;0
434762226;15;0
435265817;15;0
435778518;15;0
436282413;15;0
436786212;15;0
437290113;15;0
437803343;15;0
438307461;15;0
438810775;15;0
439314363;15;0
439827342;15;0
440331137;15;0
440834980;15;0
441339138;15;0
441851723;15;0
442355729;15;0
442859948;15;0
443363384;15;0
443867233;15;0
444380133;15;0
444883965;15;0
445388022;15;0
445900899;15;0
446404531;15;0
446908341;15;0
447412294;15;0
447925166;15;0
448429038;15;0
448932867;15;0
449436807;15;0
449949585;15;0
450453592;15;0
450957231;15;0
451461142;15;0
451973937;15;0
452478270;15;0
452981696;15;0
453485584;15;0
453998309;15;0
454502296;15;0
455006163;15;0
455509900;15;0
456022652;15;0
456526533;15;0
457030830;15;0
457534662;15;0
458038170;15;0
458551140;15;0
459054869;15;0
459558872;15;0
460071750;15;0
460575510;15;0
461079456;15;0
461587976;15;0
462096497;15;0
462599917;15;0
463103791;15;0
463608284;15;0
464120481;15;0
464624455;15;0
465128274;15;0
465632144;15;0
466145363;15;0
466648891;15;0
468673286;15;0
469177171;15;0
469681101;15;0
470193752;15;0
470697485;15;0
471201499;15;0
471705556;15;0
472218284;15;0
472722453;15;0
473225931;15;0
473729887;15;0
474242678;15;0
474746556;15;0
475250343;15;0
475754145;15;0
476267039;15;0
476770922;15;0
477275133;15;0
477778580;15;0
478291591;15;0
478795308;15;0
479299593;15;0
479803176;15;0
480315683;15;0
480819810;15;0
481323762;15;0
481827487;15;0
482340274;15;0
482844131;15;0
483347980;15;0
483852157;15;0
484364668;15;0
484868630;15;0
485372524;15;0
485876327;15;0
486389356;15;0
486893094;15;0
487396728;15;0
487900725;15;0
488413902;15;0
488917288;15;0
489421223;15;0
489925235;15;0
490437951;15;0
490942289;15;0
491445713;15;0
491949611;15;0
492462490;15;0
492966493;15;0
493470378;15;0
493973997;15;0
494486715;15;0
494990564;15;0
495494553;15;0
495998809;15;0
496502318;15;0
497015130;15;0
497518988;15;0
498022715;15;0
498535548;15;0
499039477;15;0
499543513;15;0
500047272;15;0
500560146;15;0
501064001;15;0
501567620;15;0
502071785;15;0
502584510;15;0
503088409;15;0
503592118;15;0
504095884;15;0
504608919;15;0
505112937;15;0
505616809;15;0
506120658;15;0
506633094;15;0
507137008;15;0
507641040;15;0
508144745;15;0
508657861;15;0
509161654;15;0
509665537;15;0
510169908;15;0
510682168;15;0
511185951;15;0
511689707;15;0
512193803;15;0
512706560;15;0
513210466;15;0
513714075;15;0
514218276;15;0
514731425;15;0
515235206;15;0
515738743;15;0
516242566;15;0
516755352;15;0
517259210;15;0
517762917;15;0
518267035;15;0
518779728;15;0
519283716;15;0
519788058;15;0
520291343;15;0
520804021;15;0
521307989;15;0
521812263;15;0
522315839;15;0
522828629;15;0
523332583;15;0
523836360;15;0
524340001;15;0
524852793;15;0
525356776;15;0
525860710;15;0
526364741;15;0
526877289;15;0
527381194;15;0
527885002;15;0
528388920;15;0
528902011;15;0
529405761;15;0
529909344;15;0
530413313;15;0
530926454;15;0
531430060;15;0
531934013;15;0
532437750;15;0
532950579;15;0
533454464;15;0
533958446;15;0
534462707;15;0
534974843;15;0
535479172;15;0
535982719;15;0
536486641;15;0
536990358;15;0
537503347;15;0
538007019;15;0
538510816;15;0
539024125;15;0
539527634;15;0
540031554;15;0
540535429;15;0
541039275;15;0
541552019;15;0
542056230;15;0
542559729;15;0
543072688;15;0
543576580;15;0
544080774;15;0
544584180;15;0
545097024;15;0
545601038;15;0
546104789;15;0
546608710;15;0
547112568;15;0
547625249;15;0
548129125;15;0
548633298;15;0
549137182;15;0
549649672;15;0
550153405;15;0
550657395;15;0
551170501;15;0
551674032;15;0
552177935;15;0
552681735;15;0
553194681;15;0
553698788;15;0
554202442;15;0
554706141;15;0
555218864;15;0
555722922;15;0
556226830;15;0
556730592;15;0
557234153;15;0
557747556;15;0
558251147;15;0
558754767;15;0
559258801;15;0
559771639;15;0
560275513;15;0
560779420;15;0
561283313;15;0
561796041;15;0
562299695;15;0
562803606;15;0
563316639;15;0
