timestamp;mode_req_angular_velocity;mode_req_attitude;mode_req_local_alt;mode_req_local_position;mode_req_local_position_relaxed;mode_req_global_position;mode_req_mission;mode_req_offboard_signal;mode_req_home_position;mode_req_wind_and_flight_time_compliance;mode_req_prevent_arming;mode_req_manual_control;mode_req_other;angular_velocity_invalid;attitude_invalid;local_altitude_invalid;local_position_invalid;local_position_invalid_relaxed;local_velocity_invalid;global_position_invalid;auto_mission_missing;offboard_control_signal_lost;home_position_invalid;manual_control_signal_lost;gcs_connection_lost;battery_warning;battery_low_remaining_time;battery_unhealthy;geofence_breached;mission_failure;vtol_fixed_wing_system_failure;wind_limit_exceeded;flight_time_limit_exceeded;local_position_accuracy_low;navigator_failure;fd_critical_failure;fd_esc_arming_failure;fd_imbalanced_prop;fd_motor_failure
436343657;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
436894177;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
437443660;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
437993717;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
438543775;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
439093939;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
439643668;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
440193645;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
440743624;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
441293926;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
441843624;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
442393624;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
442943626;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
443493668;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
444043731;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
444593625;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
445134642;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
445685043;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
446235625;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
446785625;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
447335625;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
447885701;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
448435623;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
448985650;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
449535810;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
450085641;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
450635826;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
451185624;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
451735826;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
452285660;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
452835745;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
453385644;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
453935625;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
454485625;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
455035786;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
455585644;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
456135624;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
456685650;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
457235794;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
457785648;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
458336147;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
458876651;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
459426714;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
459976874;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
460526624;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
461077494;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
461628318;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
462177660;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
462727625;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
463277625;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
463828192;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
464377644;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
464927643;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
465477640;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
466028119;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
466577784;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
468777830;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
469327624;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
469877677;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
470417625;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
470967771;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
471507895;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
472057644;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
472607742;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
473157643;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
473707644;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
474258056;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
474807673;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
475358188;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
475907683;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
476457645;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
477007726;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
477557984;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
478107700;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
478657696;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
479207626;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
479758624;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
480308640;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
480858625;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
481408837;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
481958623;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
482508659;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
483060201;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
483600075;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
484149644;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
484699666;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
485249625;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
485799669;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
486349722;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
486899623;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
487449668;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
487999858;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
488549669;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
489099664;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
489649627;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
490199942;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
490749678;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
491299710;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
491849626;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
492399624;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
492949625;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
493499811;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
494049645;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
494599627;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
495149663;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
495699625;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
496249635;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
496800494;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
497341640;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
497891630;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
498441624;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
498991695;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
499541641;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
500092137;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
500641760;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
501191681;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
501741627;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
502292273;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
502841636;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
503391640;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
503931626;8311934;8310910;8257662;7995448;262212;56;8;16384;32;2621464;3944480;33863;2139095040;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
